"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Sales, value of shipments, or revenue size of firms code (RCPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","53","Real estate and rental and leasing","Male","Total","Minority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","4,198","U","8,296","285,690","9.5","S","12.2","12.8"
"United States","53","Real estate and rental and leasing","Male","Total","Minority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","2,807","U","9,854","416,771","20.9","S","25.4","21.9"
"United States","53","Real estate and rental and leasing","Male","Total","Minority","Total","Firms with sales/receipts of $1,000,000 or more","2018","2,621","W","39,142","1,484,387","20.6","S","29.1","25.5"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","586","L","600","14,099","33.0","S","46.5","38.2"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","1,251","R","2,320","59,263","18.7","S","30.1","23.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","1,123","R","2,372","78,100","18.0","S","30.8","39.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","670","R","1,593","98,421","30.6","S","35.0","40.2"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Minority","Total","Firms with sales/receipts of $1,000,000 or more","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","287","K","312","8,076","34.4","S","51.6","68.9"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","606","L","582","11,252","35.1","S","46.4","43.7"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","1,668","R","2,156","71,884","16.4","S","16.5","22.9"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","1,021","R","1,712","70,741","21.5","S","29.9","22.3"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","738","R","2,223","121,327","25.9","S","31.5","22.8"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","626","U","5,944","313,853","14.2","S","30.7","28.2"
"United States","53","Real estate and rental and leasing","Female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","D","D","20 to 99 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","5","B","0","42","32.1","S","0.0","0.0"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","305","M","578","23,498","46.1","S","53.5","73.7"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","333","T","3,004","202,263","37.6","S","49.0","48.6"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","239","K","241","4,184","43.4","S","65.1","58.9"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","523","L","511","10,070","40.9","S","43.9","49.3"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","1,310","R","1,537","47,574","21.2","S","20.1","27.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","908","R","1,493","64,343","24.5","S","33.4","21.9"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","528","R","1,604","77,211","33.3","S","46.9","38.3"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Equally minority/nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","264","R","2,910","110,870","23.9","S","68.5","65.5"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of less than $5,000","2018","3,070","K","9,668","452,187","11.4","S","53.8","65.1"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","2,060","K","1,158","24,563","22.1","S","46.0","39.5"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","6,901","O","6,063","126,657","6.9","S","56.0","50.7"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","13,351","R","11,415","264,598","8.5","S","12.3","17.4"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","30,535","U","29,687","740,558","4.1","S","8.4","7.0"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","67,021","W","92,357","3,106,398","3.7","S","5.9","5.5"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","54,145","W","118,362","4,609,291","4.7","S","7.5","7.5"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","44,855","W","156,519","6,869,949","3.2","S","3.8","6.0"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","45,300","W","858,647","49,279,725","3.8","S","8.8","7.1"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of less than $5,000","2018","631","I","4,417","258,227","25.8","S","80.8","109.7"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","528","I","235","4,053","37.5","S","95.5","60.0"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","2,003","L","1,293","47,298","12.0","S","20.9","91.1"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","3,803","O","2,603","61,218","9.4","S","20.5","26.5"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","9,975","T","9,502","246,550","5.1","S","12.8","9.9"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","19,167","U","24,159","837,623","7.2","S","11.2","8.0"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","12,888","U","24,233","999,528","8.4","S","14.0","11.4"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","8,896","W","29,295","1,233,560","8.9","S","10.6","9.3"
"United States","53","Real estate and rental and leasing","Female","Total","Nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","6,613","W","92,239","5,304,414","9.5","S","18.1","29.3"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of less than $5,000","2018","1,837","I","4,423","161,490","11.6","S","72.6","47.8"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","1,164","K","620","15,695","25.6","S","36.2","52.2"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","3,422","M","4,096","64,667","14.7","S","83.7","46.4"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","7,108","R","6,062","154,999","13.7","S","15.6","25.0"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","14,490","U","14,058","347,096","9.2","S","14.0","14.8"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","35,317","W","49,759","1,749,519","3.8","S","6.4","8.1"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","31,037","W","72,467","2,749,843","6.6","S","10.6","8.4"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","27,185","W","99,375","4,497,767","3.0","S","6.0","7.2"
"United States","53","Real estate and rental and leasing","Male","Total","Nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","30,574","W","654,313","37,448,811","5.4","S","10.9","8.0"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of less than $5,000","2018","604","I","828","32,470","27.0","S","65.4","62.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $5,000 to $9,999","2018","367","I","303","4,815","32.4","S","124.8","67.0"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $10,000 to $24,999","2018","1,476","L","673","14,693","24.5","S","31.8","36.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $25,000 to $49,999","2018","2,438","O","2,750","48,381","10.7","S","28.0","42.1"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $50,000 to $99,999","2018","6,070","R","6,126","146,912","12.2","S","16.9","15.0"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $100,000 to $249,999","2018","12,538","U","18,439","519,256","8.6","S","11.3","9.6"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $250,000 to $499,999","2018","10,219","U","21,662","859,921","11.2","S","11.1","11.5"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $500,000 to $999,999","2018","8,774","W","27,848","1,138,621","8.8","S","12.8","11.9"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Nonminority","Total","Firms with sales/receipts of $1,000,000 or more","2018","S","S","100,000 employees or more","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","557","K","414","6,795","29.2","S","40.1","47.3"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","1,211","L","1,007","17,948","20.7","S","33.8","28.2"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,979","O","2,457","54,161","23.8","S","49.6","39.8"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","5,322","T","7,571","243,428","7.8","S","17.6","13.1"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","3,838","U","9,743","352,285","10.9","S","15.8","17.0"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","3,120","U","14,138","557,209","17.7","S","34.8","29.8"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","3,055","W","81,004","3,570,678","13.5","S","65.2","34.9"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","2","B","0","43","80.3","S","0.0","3.7"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","548","K","414","6,704","29.6","S","40.1","47.9"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","1,169","L","975","17,337","20.4","S","34.8","29.9"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,895","O","2,357","52,169","25.0","S","51.7","40.6"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","4,849","T","6,921","220,736","7.7","S","17.9","14.2"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","3,701","U","9,031","330,899","11.2","S","13.6","17.6"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","2,932","U","13,231","517,430","19.3","S","36.4","31.0"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","3,020","W","80,266","3,552,579","13.2","S","65.8","35.0"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","7","B","0","48","22.9","S","0.0","6.7"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","7","B","2","71","22.9","S","0.0","4.5"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","11","B","4","173","14.6","S","80.3","3.7"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","7","B","2","51","22.9","S","80.3","0.0"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Hispanic","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","551","K","412","6,744","29.5","S","40.3","47.6"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","1,176","L","1,002","17,826","22.0","S","34.0","28.1"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,936","O","2,393","53,493","24.3","S","50.8","39.5"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","5,143","T","7,343","238,304","7.7","S","19.2","13.6"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","3,670","U","9,313","339,849","11.4","S","16.7","17.6"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","3,087","U","14,041","553,963","17.6","S","35.1","29.9"
"United States","53","Real estate and rental and leasing","Total","Non-Hispanic","Total","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","3,016","W","80,814","3,555,101","13.6","S","65.3","35.1"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","552","K","414","6,771","29.4","S","40.1","47.5"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","1,103","L","884","16,304","23.8","S","37.4","31.7"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,838","O","2,201","42,510","27.1","S","57.1","39.4"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","4,992","T","7,204","233,316","9.0","S","16.7","14.1"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","3,640","U","9,279","339,956","10.8","S","17.4","17.9"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","3,005","U","13,330","530,593","16.4","S","36.6","31.0"
"United States","53","Real estate and rental and leasing","Total","Total","White","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","2,957","W","80,193","3,517,555","13.5","S","65.9","35.5"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Black or African American","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of less than $5,000","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","5","B","2","70","32.1","S","80.3","0.0"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","American Indian and Alaska Native","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","5","B","0","23","32.1","S","0.0","14.0"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
